,id,name,current_price,market_cap,high_24h,last_updated
5532,echo-tech-coin,Echo Tech Coin,0.03883598,0.0,0.04002154,2021-10-10T20:12:29.522Z
5533,agronomist,Agronomist,0.083117,0.0,0.087483,2021-10-10T10:10:58.484Z
5534,paras,Paras,0.670124,0.0,0.715367,2021-10-10T20:04:38.432Z
5535,defi-kingdoms,DeFi Kingdoms,1.23,0.0,1.23,2021-10-10T19:42:15.023Z
5536,bitmark,Bitmark,0.00996423,0.0,0.01049363,2021-10-10T19:30:40.468Z
5537,big-beautiful-women,Big Beautiful Women,5.6e-11,0.0,5.6e-11,2021-09-29T16:31:30.128Z
5538,chicken,Chicken,7.69,0.0,8.32,2021-10-10T20:08:55.025Z
5539,blueshare-token,Blueshare Token,0.00174088,0.0,,2021-10-06T21:10:00.635Z
5540,lyfe,Lyfe,0.03998078,0.0,0.04108592,2021-10-10T19:43:59.393Z
5541,ganesha-token,Ganesha Token,0.00041896,0.0,0.00046411,2021-10-10T01:25:00.414Z
5542,wrapped-steth,Wrapped stETH,3663.75,0.0,3736.98,2021-10-10T19:10:19.747Z
5543,safebitcoin,SafeBitcoin,4.642e-09,0.0,5.148e-09,2021-10-10T20:13:02.674Z
5544,tronvegascoin,TronVegasCoin,0.00340286,0.0,,2021-10-03T10:49:56.412Z
5545,bsocial,BSocial,0.00087401,0.0,0.00089926,2021-10-10T20:12:32.305Z
5546,alacrity,Alacrity,0.00058435,0.0,,2021-10-04T14:24:03.255Z
5547,vindax-coin,VinDax Coin,0.01657584,0.0,0.01816073,2021-10-10T20:14:37.675Z
5548,cerberus,Cerberus Finance,0.00071423,0.0,,2021-10-09T19:25:51.605Z
5549,asia-pacific-electronic-coin,Asia Pacific Electronic Coin,0.858494,0.0,0.89092,2021-10-10T19:55:46.619Z
5550,diminutive-coin,Diminutive Coin,0.221376,0.0,,2021-10-09T16:53:39.239Z
5551,full-send,Full Send,1.1e-09,0.0,1.802e-09,2021-10-10T20:12:40.020Z
5552,threefold-token,ThreeFold Token,0.04884973,0.0,0.0492048,2021-10-10T19:53:12.928Z
5553,donu,Donu,0.01011422,0.0,,2021-09-30T19:33:27.776Z
5554,okschain,OksChain,1.913e-05,0.0,,2021-09-26T14:00:25.531Z
5555,altered-protocol,Altered Protocol,0.02792009,0.0,,2021-09-30T16:00:36.804Z
5556,beyondcoin,Beyondcoin,0.00108233,0.0,,2021-10-10T11:55:21.816Z
5557,tap,Tap,0.00054955,0.0,0.00055722,2021-10-10T20:11:34.299Z
5558,rewards-bunny,Rewards Bunny,0.00035878,0.0,0.00036167,2021-10-10T20:06:37.024Z
5559,alita-network,Alita Network,0.00016834,0.0,0.00016835,2021-10-10T20:11:34.860Z
5560,zabaku-inu,Zabaku Inu,9.1e-11,0.0,9.5e-11,2021-10-10T20:12:38.580Z
5561,moac,MOAC,0.073472,0.0,,2021-09-22T10:30:16.964Z
5562,dekbox,DekBox,0.01100647,0.0,0.01243212,2021-10-10T20:12:45.992Z
5563,stabinol,Stabinol,0.01274206,0.0,0.0127679,2021-10-09T23:44:20.214Z
5564,gictrade,GICTrade,1.02,0.0,1.04,2021-10-10T20:09:55.854Z
5565,pesobit,Pesobit,0.008281,0.0,,2021-09-07T20:00:29.970Z
5566,business-credit-substitute,Business Credit Substitute,0.01833357,0.0,0.01905512,2021-10-10T20:08:32.808Z
5567,diamond-hands,Diamond Hands,3.356e-05,0.0,,2021-10-06T15:47:11.901Z
5568,ot-eth-usdc,OT-ETH/USDC,83940331.0,0.0,83940331.0,2021-10-05T18:31:14.600Z
5569,spock,Spock,0.00228122,0.0,0.00229335,2021-09-18T01:42:05.299Z
5570,cryptowater,CryptoWater,0.00569181,0.0,,2021-08-17T13:11:27.402Z
5571,frankenstein-finance,Frankenstein Finance,0.04809108,0.0,0.0499715,2021-10-10T19:43:41.252Z
5572,sweetmoon,Sweetmoon,7.3e-11,0.0,7.2e-11,2021-10-09T04:01:27.821Z
5573,zotova,Zotova,0.00692268,0.0,,2021-10-08T07:30:31.013Z
5574,solar-dao,Solar DAO,0.10498,0.0,0.104951,2021-10-10T14:31:01.745Z
5575,xenon-pay,Xenon Pay,0.0,0.0,0.0,2021-10-10T19:28:32.004Z
5576,trustfi-network-token,TrustFi Network Token,0.02422329,0.0,0.03113003,2021-10-10T20:14:09.663Z
5577,definition-network,DeFinition Network,0.14245,0.0,,2021-10-05T18:16:54.841Z
5578,shilling,Shilling,0.00482329,0.0,,2021-10-03T22:30:23.423Z
5579,dragonmusk,Dragonmusk,0.0,0.0,0.0,2021-10-10T19:49:19.562Z
5580,pwrd-stablecoin,PWRD Stablecoin,0.927398,0.0,1.01,2021-10-10T15:20:59.139Z
5581,bonus-cake,Bonus Cake,1.929e-05,0.0,2.07e-05,2021-10-10T20:11:43.953Z
5582,kai-inu,Kai Inu,1.824e-09,0.0,1.888e-09,2021-10-10T20:10:38.530Z
5583,boozedoge,BoozeDoge,2.27e-06,0.0,2.76e-06,2021-10-10T19:58:57.866Z
5584,crossfi,CrossFi,0.241976,0.0,0.332569,2021-10-10T20:08:29.019Z
5585,coinburp,CoinBurp,0.088931,0.0,0.093924,2021-10-10T20:08:51.239Z
5586,mojocoin,Mojocoin,0.01756481,0.0,0.04440234,2021-10-10T18:51:03.253Z
5587,oec-uni,OEC UNI,25.05,0.0,25.97,2021-10-10T20:10:21.057Z
5588,game-x-change,Game X Change,0.0038431,0.0,0.00394211,2021-10-10T20:04:01.033Z
5589,novem-gold-token,Novem Gold Token,8.33,0.0,,2021-10-07T14:30:49.308Z
5590,qoiniq,QoinIQ,0.0130158,0.0,0.01311833,2021-10-10T17:50:44.440Z
5591,cyberdragon-gold,CyberDragon Gold,0.00529841,0.0,0.00607141,2021-10-10T20:09:42.025Z
5592,treedefi,TreeDefi,6.16,0.0,5.36,2021-09-20T02:56:56.590Z
5593,wiix-coin,WIIX Coin,0.00628372,0.0,0.00631891,2021-10-10T20:14:34.416Z
5594,safe-seafood-coin,Safe SeaFood Coin,0.00441749,0.0,,2021-10-07T07:24:11.834Z
5595,polyzap,PolyZap,0.01094398,0.0,0.01120215,2021-10-10T20:08:36.872Z
5596,safepanda,SafePanda,1.042e-09,0.0,,2021-06-16T08:37:07.585Z
5597,hithotx,Hithotx,0.00055025,0.0,0.00055033,2021-10-10T12:39:02.251Z
5598,safe-finance,Sage Finance,0.00235904,0.0,,2021-09-20T01:30:22.823Z
5599,strite,Strite,0.150069,0.0,0.172258,2021-10-10T20:07:56.142Z
5600,brank,Brank,0.01136607,0.0,0.414553,2021-10-10T19:51:47.718Z
5601,ethereumpay,EthereumPay,3.0948e-08,0.0,3.0948e-08,2021-10-10T20:13:45.533Z
5602,earnable,Earnable,9.39e-10,0.0,9.77e-10,2021-10-10T20:09:24.834Z
5603,trolite,Trolite,0.04994765,0.0,0.050677,2021-10-10T20:06:39.921Z
5604,binamars-game,Binamars Game,0.00259346,0.0,0.00265777,2021-10-10T19:13:59.199Z
5605,fluity,Fluity,0.03408917,0.0,,2021-09-19T16:30:43.854Z
5606,oduwausd,OduwaUSD,1.0,0.0,,2021-10-04T14:08:11.782Z
5607,coic,COIC Token,5.099e-05,0.0,,2021-10-10T13:04:58.950Z
5608,ruletka,Ruletka,0.228521,0.0,0.230921,2021-10-10T19:21:33.546Z
5609,oec-bch,OEC BCH,601.27,0.0,621.14,2021-10-10T20:10:19.498Z
5610,sunrise,Sunrise,0.03274183,0.0,0.03374672,2021-10-10T18:51:49.121Z
5611,arbimatter,ArbiMATTER,3.458e-05,0.0,3.618e-05,2021-10-10T11:05:37.828Z
5612,dragon-x,Dragon X,0.846119,0.0,0.836691,2021-10-10T12:35:18.027Z
5613,satisfinance,SatisFinance,0.051021,0.0,3.32,2021-10-10T20:13:55.596Z
5614,foreverfomo,ForeverFOMO,0.715467,0.0,0.796244,2021-10-10T20:14:19.768Z
5615,ecp-technology,ECP+ Technology,0.00054026,0.0,0.00054458,2021-10-10T08:22:15.156Z
5616,netkoin-liquid,Netkoin Liquid,0.00195354,0.0,0.00195354,2021-09-02T16:14:35.183Z
5617,snglsdao-governance-token,snglsDAO Governance Token,0.00018942,0.0,0.00019846,2021-10-10T18:58:43.120Z
5618,communitytoken,Cojam,0.0015491,0.0,0.00155765,2021-10-10T19:36:26.667Z
5619,mini-floki-shiba,Mini Floki Shiba,2.69e-10,0.0,2.72e-10,2021-10-10T18:58:12.374Z
5620,own-token,OWN Token,4.012e-05,0.0,,2021-09-24T13:44:49.948Z
5621,xbe-token,XBE Token,1340.45,0.0,1457.06,2021-10-10T19:53:01.928Z
5622,gorilla-fi,Gorilla-Fi,0.00135578,0.0,,2021-09-19T08:00:50.888Z
5623,tekcoin,TEKcoin,1.504e-05,0.0,,2021-10-02T16:30:30.668Z
5624,zumcoin,ZumCoin,0.00060374,0.0,0.00061219,2021-10-10T13:06:08.260Z
5625,seeds,Seeds,0.01124434,0.0,,2021-10-10T18:10:58.381Z
5626,extradna,extraDNA,0.00053641,0.0,0.00055998,2021-10-10T20:12:37.880Z
5627,help-coin,HLP Token,1.56,0.0,1.57,2021-10-10T20:06:44.192Z
5628,paybswap,Paybswap,0.00548869,0.0,0.00583927,2021-10-10T20:13:43.692Z
5629,duck-vault-nftx,DUCK Vault (NFTX),10823.76,0.0,10959.07,2021-10-10T17:33:15.505Z
5630,enceladus-network,Enceladus Network,0.0006728,0.0,,2021-09-02T16:24:57.700Z
5631,bitcoiva,Bitcoiva,34.6,0.0,35.2,2021-10-10T19:01:11.288Z
5632,decoin,Decoin,0.265782,0.0,0.323143,2021-10-10T20:13:13.368Z
5633,balls-health,Balls Health,8.086e-07,0.0,,2021-08-05T18:00:52.021Z
5634,burnx20,BurnX 2.0,6.85e-10,0.0,7.12e-10,2021-10-10T16:49:47.901Z
5635,organix,Organix,0.07405,0.0,0.076815,2021-10-10T20:11:39.296Z
5636,mr-burns-token,Mr Burns Token,0.00110447,0.0,0.00111594,2021-10-10T19:17:05.428Z
5637,dogematic,Dogematic,0.00240113,0.0,0.00248225,2021-10-10T17:03:38.295Z
5638,muzika-network,Muzika Network,0.0050455,0.0,0.00909791,2021-10-10T18:23:43.010Z
5639,digital-euro,Digital Euro,0.00046192,0.0,,2021-09-12T13:31:08.452Z
5640,sealchain,Sealchain,0.00085495,0.0,,2021-10-05T14:31:02.485Z
5641,coalculus,Coalculus,0.00687318,0.0,0.0074838,2021-10-10T20:10:59.244Z
5642,generic-doge,Generic Doge,2.27889e-07,0.0,,2021-10-07T20:13:19.946Z
5643,dyngecoin,Dyngecoin,1.69e-06,0.0,1.67e-06,2021-10-10T20:06:43.404Z
5644,cryptonia-poker,Cryptonia Poker,3.316e-05,0.0,3.389e-05,2021-10-10T18:39:04.213Z
5645,nia-token,NIA Token,0.510207,0.0,,2021-05-09T12:33:02.237Z
5646,ibithub,iBitHub,0.0061707,0.0,0.00623522,2021-10-10T20:06:40.382Z
5647,azuras,UZURAS,3.325e-05,0.0,3.853e-05,2021-10-10T14:49:58.142Z
5648,cforforum-token,Cfoforum Token,0.536878,0.0,,2021-10-07T06:57:32.210Z
5649,blockwrk,BlockWRK,0.642391,0.0,0.70146,2021-10-10T20:12:42.369Z
5650,jarvis-synthetic-euro,Jarvis Synthetic Euro,1.16,0.0,1.18,2021-10-10T20:14:47.452Z
5651,reeth,Reeth,2137.95,0.0,2165.96,2021-10-10T19:27:36.410Z
5652,laika-protocol,Laika Protocol,2.348e-09,0.0,3.082e-09,2021-10-10T20:02:03.735Z
5653,delion,Delion,0.00332539,0.0,0.00333911,2021-10-10T19:45:29.351Z
5654,meta-network,Meta Network,8.36,0.0,,2021-07-05T02:10:35.627Z
5655,moola-celo-atoken,Moola CELO AToken,5.85,0.0,6.0,2021-10-10T20:08:30.541Z
5656,clock-vault-nftx,CLOCK Vault (NFTX),16877.42,0.0,16877.42,2021-10-01T01:25:54.064Z
5657,ot-aave-interest-bearing-usdc,OT Aave Interest Bearing USDC,0.875382,0.0,0.890947,2021-10-10T08:53:07.308Z
5658,baby-chow,Baby Chow,1.47e-10,0.0,1.47e-10,2021-10-09T14:24:50.246Z
5659,inverse-ethereum-volatility-index-token,Inverse Ethereum Volatility Index Token,141.61,0.0,,2021-10-10T16:41:57.209Z
5660,ethereum-eagle-project,Ethereum Gas Limit,0.054019,0.0,0.054189,2021-10-10T08:22:18.371Z
5661,bigo-token,BIGOCOIN,0.0,0.0,0.0,2021-10-10T19:35:57.791Z
5662,digimoney,DigiMoney,0.00083113,0.0,,2021-10-10T19:35:56.305Z
5663,ror-universe,ROR Universe,0.00103547,0.0,,2021-07-27T10:30:29.381Z
5664,loltoken,LOLTOKEN,0.00246841,0.0,0.00251993,2021-10-10T20:10:02.305Z
5665,shincoin,ShinCoin,0.01001457,0.0,,2021-10-05T23:44:58.345Z
5666,carbon-finance,Carbon Finance,0.00021973,0.0,0.00021973,2021-10-10T16:45:41.404Z
5667,bafi-finance-token,Bafi Finance Token,3.3,0.0,3.44,2021-10-10T19:54:49.529Z
5668,soldo,Soldo,0.090581,0.0,0.091641,2021-10-10T01:49:52.783Z
5669,printer-finance,Printer.Finance,12.45,0.0,12.45,2021-09-02T16:25:08.156Z
5670,slink-labs,Slink Labs,1.29661e-07,0.0,1.32972e-07,2021-10-10T05:46:12.791Z
5671,safehold,SafeHold,1.045e-09,0.0,1.064e-09,2021-10-10T17:42:12.815Z
5672,all-me,All.me,0.00943556,0.0,0.01004979,2021-10-10T20:08:25.379Z
5673,london-vault-nftx,LONDON Vault (NFTX),526.38,0.0,526.38,2021-10-06T17:56:01.771Z
5674,aevolve-token,Aevolve Token,3.81,0.0,3.86,2021-10-10T16:27:02.734Z
5675,dixt-finance,Dixt Finance,1.671e-05,0.0,2.264e-05,2021-10-10T20:10:09.895Z
5676,wrapped-celo-dollar,Wrapped Celo Dollar,1.0,0.0,,2021-10-08T13:02:25.359Z
5677,gimmer,Gimmer,0.00599079,0.0,0.00600498,2021-10-08T19:04:55.045Z
5678,save-the-kids,Save The Kids,0.00171013,0.0,0.00174189,2021-10-10T19:57:51.793Z
5679,bullswap-protocol,Bullswap Protocol,0.00074049,0.0,0.00075705,2021-10-10T20:08:24.325Z
5680,tdoge,τDoge,0.02277954,0.0,0.02295001,2021-10-10T19:42:34.485Z
5681,idl-token,IDL Token,0.380995,0.0,,2021-09-23T21:43:36.049Z
5682,brapper-token,Brapper Token,1.65e-06,0.0,,2021-09-02T11:16:37.921Z
5683,coinspaid,CoinsPaid,0.090305,0.0,0.094326,2021-10-10T02:43:19.563Z
5684,wrapped-celo,Wrapped CELO,5.83,0.0,6.01,2021-10-10T19:04:00.325Z
5685,smilecoin,Smilecoin,0.511679,0.0,0.513492,2021-10-10T19:39:34.979Z
5686,epluscoin,Epluscoin,0.00046521,0.0,,2021-09-08T16:43:09.003Z
5687,heidi,HEIDI,9.344e-05,0.0,,2021-09-02T11:16:28.476Z
5688,soda-coin,SODA Coin,0.02756801,0.0,0.0277957,2021-10-10T20:11:31.944Z
5689,lotdog,Lotdog,3.6e-11,0.0,,2021-10-07T22:22:09.870Z
5690,koloop-basic,Koloop Basic,0.00093641,0.0,0.00094323,2021-10-10T20:05:51.731Z
5691,promise-token,Promise Token,4.809e-09,0.0,8.021e-09,2021-10-10T20:09:59.916Z
5692,dogepot,DogePot,1.027e-09,0.0,,2021-07-26T11:31:33.508Z
5693,fluttercoin,Fluttercoin,0.0003702,0.0,,2021-10-05T12:33:55.544Z
5694,baby-feg,Baby Feg,2.36e-10,0.0,,2021-07-30T02:42:15.502Z
5695,innovaminex,InnovaMinex,0.103962,0.0,,2021-09-14T09:06:21.425Z
5696,decentralized-community-investment-protocol,Decentralized Community Investment Protocol,4.819e-09,0.0,6.594e-09,2021-10-10T20:09:16.091Z
5697,cofinex,Cofinex,0.170101,0.0,0.171994,2021-10-10T19:50:09.655Z
5698,rise,Rise,0.00410739,0.0,0.00425501,2021-10-10T19:27:19.260Z
5699,nhbtc,nHBTC,0.278,0.0,0.287319,2021-10-10T20:08:44.217Z
5700,omotenashicoin,OmotenashiCoin,5.541e-05,0.0,0.00032147,2021-10-10T19:50:08.991Z
5701,hotdollars-token,HotDollars Token,0.00023731,0.0,0.00023929,2021-10-10T20:14:03.811Z
5702,khipu-token,Khipu Token,0.0002183,0.0,0.0002183,2021-10-10T06:47:09.023Z
5703,crypto-global-bank,Crypto Global Bank,1.2e-06,0.0,,2021-09-29T19:54:02.051Z
5704,lean,Lean,1.74e-10,0.0,1.76e-10,2021-10-10T11:48:49.914Z
5705,thunderbnb,ThunderBNB,7.48e-06,0.0,7.62e-06,2021-10-10T19:43:33.682Z
5706,bitifex,BITIFEX,3.204e-05,0.0,,2021-08-30T17:31:26.031Z
5707,payzus,Payzus,0.00023373,0.0,0.00035218,2021-10-10T19:10:40.527Z
5708,rugseekers,RugSeekers,6.031e-09,0.0,6.568e-09,2021-10-10T20:10:07.489Z
5709,phillionex,Phillionex,5.54861e-07,0.0,5.53768e-07,2021-10-10T19:53:47.319Z
5710,x-block,X-Block,6.841e-05,0.0,7.969e-05,2021-10-10T20:08:16.924Z
5711,daoventures,DAOventures,0.189744,0.0,0.192015,2021-10-10T20:14:18.048Z
5712,xpose-protocol,Xpose Protocol,2.53079e-07,0.0,2.53079e-07,2021-10-10T20:09:54.765Z
5713,arbucks,Arbucks,0.00386882,0.0,0.00394135,2021-10-10T18:24:44.120Z
5714,tnos-coin,Tnos Coin,0.00134328,0.0,0.00153281,2021-09-07T23:44:14.341Z
5715,boringdao-ltc,BoringDAO LTC,214.57,0.0,,2021-09-04T04:54:32.127Z
5716,heco-origin-token,Heco Origin Token,0.096466,0.0,,2021-08-24T10:30:08.719Z
5717,bakc-vault-nftx,BAKC Vault (NFTX),7860.08,0.0,7860.08,2021-09-30T01:56:28.963Z
5718,corra-finance,Corra.Finance,3.66,0.0,3.84,2021-10-10T20:14:16.988Z
5719,timecoin-protocol,Timecoin Protocol,3861.91,0.0,3885.59,2021-10-10T20:10:56.768Z
5720,tagcoin-erc20,Tagcoin ERC-20,0.01542669,0.0,,2021-09-02T11:16:40.259Z
5721,doge-back,Doge Back,4.86e-06,0.0,4.9e-06,2021-10-10T20:09:11.846Z
5722,fetish-coin,Fetish Coin,0.0001188,0.0,,2021-10-05T09:30:13.437Z
5723,dobermann,Dobermann,2.036e-09,0.0,2.066e-09,2021-10-10T20:05:22.999Z
5724,loanburst,LoanBurst,0.04324974,0.0,,2021-09-30T17:24:15.514Z
5725,valireum,Valireum,0.00166046,0.0,,2021-10-10T18:11:26.894Z
5726,gene,Gene,0.04952229,0.0,0.054971,2021-10-10T20:14:28.205Z
5727,gooreo,Gooreo,0.054633,0.0,0.063633,2021-10-10T18:27:06.095Z
5728,grpl-finance-2,GRPL Finance,82.28,0.0,,2021-10-02T08:08:47.021Z
5729,baby-saitama,Baby Saitama,2.9e-11,0.0,3.2e-11,2021-10-10T20:13:30.584Z
5730,babykraken,BabyKraken,4.81e-10,0.0,4.88e-10,2021-10-10T13:15:10.290Z
5731,filecoin-standard-hashrate-token,Filecoin Standard Hashrate Token,2.58,0.0,2.61,2021-10-10T17:45:54.041Z
5732,tune,TUNE,0.00194678,0.0,0.00198147,2021-10-10T16:39:26.375Z
5733,community-doge-coin,Community Doge Coin,3.2338e-08,0.0,3.3693e-08,2021-10-10T20:03:36.683Z
5734,psycho-doge,Psycho Doge,2e-12,0.0,2e-12,2021-10-10T11:58:59.111Z
5735,daftcoin,DaftCoin,0.067407,0.0,0.07055,2021-10-10T19:52:49.760Z
5736,secretsky-finance,SecretSky Finance,0.00011948,0.0,0.00033792,2021-10-10T16:41:09.579Z
5737,vcash,Vcash,0.065716,0.0,0.065803,2021-10-10T07:31:05.756Z
5738,animal-adoption-advocacy,Animal Adoption Advocacy,3.816e-09,0.0,3.821e-09,2021-10-10T10:31:37.708Z
5739,dogegf,DogeGF,1.717e-09,0.0,1.869e-09,2021-10-10T20:11:15.472Z
5740,dimsum,DimSum,5.56733e-07,0.0,5.89128e-07,2021-10-10T20:11:48.696Z
5741,precharge,Precharge,4.61e-06,0.0,,2021-10-09T18:46:53.488Z
5742,mintcoin,Mintcoin,0.00011038,0.0,0.00011092,2021-10-10T19:01:07.458Z
5743,ubu,UBU,0.114923,0.0,0.118749,2021-10-10T20:01:16.657Z
5744,linkflow,Linkflow,0.444651,0.0,0.46056,2021-10-10T20:11:24.756Z
5745,baby-cuban,Baby Cuban,0.00012356,0.0,,2021-09-22T19:19:04.523Z
5746,ethereum-money,Ethereum Money,2.65e-05,0.0,2.65e-05,2021-10-02T06:46:13.036Z
5747,prediqt,Prediqt,3.006e-05,0.0,3.391e-05,2021-10-10T20:10:03.427Z
5748,papa-doge,Papa Doge,1.21231e-07,0.0,1.23614e-07,2021-10-10T20:01:16.279Z
5749,yield-yak,Yield Yak,5013.43,0.0,5772.56,2021-10-10T20:14:51.281Z
5750,cezo,Cezo,1.144e-05,0.0,,2021-09-23T14:26:19.596Z
5751,back-finance,Back Finance,0.01683291,0.0,,2021-08-28T12:48:30.201Z
5752,custody-token,Custody Token,0.00181307,0.0,,2021-09-23T23:03:53.274Z
5753,key,Key,0.00044521,0.0,0.00044882,2021-10-10T20:14:20.029Z
5754,cities-vault-nftx,CITIES Vault (NFTX),349.8,0.0,,2021-09-28T22:22:46.200Z
5755,dexchain,Dexchain,0.00039034,0.0,0.00040002,2021-10-10T19:19:00.234Z
5756,decentralway,Decentralway,0.069927,0.0,0.075173,2021-10-10T20:06:44.160Z
5757,paycon-token,Paycon Token,0.00016474,0.0,,2021-10-01T00:10:06.838Z
5758,nobility,Nobility,0.0003179,0.0,0.00037013,2021-10-10T20:13:37.470Z
5759,onebtc,oneBTC,1.02,0.0,1.02,2021-10-07T23:20:37.724Z
5760,xinchb,xINCHb,0.308022,0.0,,2021-10-03T12:32:36.060Z
5761,moola-market,Moola Market,1.5,0.0,1.56,2021-10-10T20:08:30.381Z
5762,si14bet,Si14Bet,1.61,0.0,,2021-10-03T17:00:15.228Z
5763,certurium,Certurium,28.45,0.0,29.02,2021-10-10T19:52:39.007Z
5764,aave-knc-v1,Aave KNC v1,1.79,0.0,1.82,2021-10-10T20:07:21.716Z
5765,seed-token,Seed Token,310.97,0.0,347.75,2021-10-10T20:09:11.727Z
5766,wrapped-xmr-btse,Wrapped XMR by BTSE,289.89,0.0,290.98,2021-10-10T17:33:51.336Z
5767,mars-panda-world,Mars Panda World,0.246097,0.0,0.251296,2021-10-10T02:03:39.072Z
5768,lifeline,LifeLine,0.00017067,0.0,,2021-09-20T03:30:53.349Z
5769,cryptomoonshots,CryptoMoonShots,0.314433,0.0,0.317318,2021-10-10T10:35:38.712Z
5770,internet-exchange-token,Internet Exchange Token,0.00055314,0.0,,2021-10-09T14:00:56.688Z
5771,dreamteam,DreamTeam,0.00999465,0.0,,2021-09-21T08:58:40.053Z
5772,sone-finance,S-ONE Finance,0.612791,0.0,0.625513,2021-10-10T14:01:49.074Z
5773,agrinovuscoin,AgriNovusCoin,0.00026849,0.0,,2021-10-08T18:30:15.513Z
5774,xeonbit-token,Xeonbit Token,0.014638,0.0,0.02145559,2021-10-10T14:49:53.839Z
5775,bigbang-game,BigBang Game,5.782e-05,0.0,7.001e-05,2021-10-10T16:28:26.446Z
5776,moneta-verde,Moneta Verde,0.00222632,0.0,0.00223369,2021-10-10T20:14:53.310Z
5777,snowgecoin,SnowgeCoin,0.00127059,0.0,,2021-06-17T13:42:14.334Z
5778,uncle-scrooge-finance,Uncle Scrooge Finance,2.11096e-07,0.0,,2021-10-01T12:09:15.211Z
5779,i9-coin,i9 Coin,0.00055486,0.0,0.00055617,2021-10-10T19:53:49.117Z
5780,shield-dao,ShieldEX,0.225158,0.0,0.232876,2021-10-10T18:35:14.268Z
5781,tercet-network,Tercet Network,2.884e-05,0.0,,2021-09-26T01:39:23.877Z
5782,polywave,polyWAVE,0.03020803,0.0,0.03947065,2021-10-10T20:11:31.986Z
5783,zcore,ZCore,0.01268944,0.0,0.01273719,2021-10-10T20:10:20.903Z
5784,story,Story,0.00050408,0.0,0.0005229,2021-10-10T20:10:08.351Z
5785,sirius-bond,Sirius Bond,0.00172998,0.0,0.00175829,2021-10-10T19:03:59.194Z
5786,viacoin,Viacoin,0.263008,0.0,0.283282,2021-10-10T19:52:09.074Z
5787,degenerate-money,Degenerate Money,0.01153779,0.0,,2021-10-08T06:08:59.531Z
5788,wrapped-shift,Wrapped Shift,0.01326002,0.0,0.01326002,2021-09-02T17:07:56.502Z
5789,bonsai-vault-nftx,BONSAI Vault (NFTX),550.52,0.0,642.22,2021-10-10T17:59:37.083Z
5790,predix-network,Predix Network,0.07562,0.0,0.075552,2021-10-10T16:56:41.173Z
5791,puriever,Puriever,0.01502371,0.0,0.01588932,2021-10-10T20:10:00.399Z
5792,blockmason-link,BlockMason Link,0.00011324,0.0,0.00012148,2021-10-10T20:11:37.927Z
5793,bast,Bast,6.48,0.0,,2021-09-15T13:50:15.364Z
5794,changenow,ChangeNOW,0.061796,0.0,0.098673,2021-10-10T20:11:37.998Z
5795,trustmarkethub-token,TrusMarketHub Token,0.00029735,0.0,,2021-10-07T11:00:36.987Z
5796,gangster-doge,Gangster Doge,3e-12,0.0,,2021-09-18T03:30:50.539Z
5797,gummy-bull-token,Gummy Bull Token,0.08467,0.0,0.086331,2021-10-10T20:13:04.648Z
5798,skyx-token,SkyX Token,0.00841556,0.0,0.00858646,2021-10-10T20:11:43.845Z
5799,earnscoin,Earnscoin,0.01105252,0.0,0.01110615,2021-10-10T14:59:09.422Z
5800,alaya,Alaya,0.84966,0.0,0.926498,2021-10-10T20:12:09.929Z
5801,whitex-community,WhiteX Community,8.516e-09,0.0,8.922e-09,2021-10-10T20:09:59.967Z
5802,hidden-coin,Hidden Coin,7.998e-05,0.0,7.999e-05,2021-10-10T12:24:47.115Z
5803,doki-doki-chainbinders,Doki Doki Chainbinders,6.2,0.0,6.95,2021-10-10T20:10:39.157Z
5804,steel,Steel,0.0061113,0.0,0.00772054,2021-10-10T20:08:16.594Z
5805,hland-token,HLand Token,3.03,0.0,3.03,2021-10-02T09:32:51.349Z
5806,cryptofifa,FFA.Games,0.01269687,0.0,0.01278489,2021-10-10T20:07:27.261Z
5807,ddmcoin,DDMCoin,0.001018,0.0,0.0010244,2021-10-10T20:14:35.925Z
5808,piratecoin,PirateCoin,8.9e-11,0.0,1.03e-10,2021-10-10T20:03:09.304Z
5809,predator-coin,Predator Coin,0.00110855,0.0,0.0011139,2021-10-10T19:42:31.982Z
5810,tcgcoin-2-0,TCGCoin 2.0,0.095997,0.0,0.103723,2021-10-10T20:03:47.306Z
5811,noa-play,NOA PLAY,0.0110152,0.0,0.01175191,2021-10-10T19:05:30.736Z
5812,linfinity,Linfinity,4.568e-05,0.0,4.581e-05,2021-10-10T20:08:19.292Z
5813,link-machine-learning,Link Machine Learning,0.02762309,0.0,0.02767066,2021-10-10T20:09:32.156Z
5814,dont-kyc,Don't KYC,0.00024913,0.0,0.00026784,2021-10-10T20:06:37.256Z
5815,bitblocks-finance,BitBlocks Finance,0.01876638,0.0,0.01870095,2021-10-10T19:56:52.622Z
5816,12334-lansdowne,"RealT Token - 12334 Lansdowne Street, Detroit, MI 48224",54.3,0.0,,2021-10-09T18:34:39.990Z
5817,vice-network,Vice Network,0.00014337,0.0,,2021-08-25T13:00:21.540Z
5818,moonienft,MoonieNFT,0.01399143,0.0,0.01402016,2021-10-10T20:12:10.914Z
5819,safebank-eth,SafeBank ETH,5.4e-10,0.0,,2021-09-25T17:53:27.755Z
5820,shibance-token,Shibance Token,0.00238591,0.0,0.0028698,2021-10-10T19:46:29.162Z
5821,biido,Biido,1.88e-05,0.0,,2021-08-26T18:11:28.905Z
